Area,Item,Element,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Morocco,Gross Domestic Product,Value US$,30319.69728,32682.604987,33403.91896,31467.877344999997,35636.256682,38727.70238,43017.354444,39231.483631999996,42052.867952,41750.594418,38900.804386,39639.357707999996,42468.910881,52351.22275,59838.117182,62544.742028,68971.576353,79040.973268,92506.959386,92897.320376,93217.221947,101370.787559,98265.835438,106825.60009400001,110080.768153,101179.30779600001,103311.90173099999,109714.324353,117921.36398699999
Mozambique,Gross Domestic Product,Value US$,3860.8272469999997,3574.644215,2559.163055,2674.913566,2748.465311,2816.68192,3859.39319,4629.832607,5337.3148,5807.46966,5494.153466,5220.855992,5510.657281,6130.367634,7482.3538260000005,8459.278942,9103.566571,10258.592462999999,12589.349126000001,11950.68155,11121.166317000001,14381.552177000001,16350.814266,16974.314402,17716.091465999998,15950.978853,11936.993385,13219.07958,14716.757211000002
Myanmar,Gross Domestic Product,Value US$,5179.093397,5319.402112,5966.242374,6476.462375,7109.408129,7762.803261,8414.235879,9043.065555,5925.8553600000005,6575.623036,7275.325970999999,7633.917594,10369.133641,9924.908039,10253.849224,11930.828613,13851.581918,18232.525295,25864.44415,32934.812584,41444.923053,57888.477654999995,61013.748262,62139.526379999996,66299.763433,62543.490878,64589.898303999995,66490.513592,72744.98792999999
Namibia,Gross Domestic Product,Value US$,2785.742087,2992.634215,3424.7165229999996,3218.4349469999997,3636.64771,3942.4944990000004,3945.2956619999995,4102.682851,3826.5385969999998,3818.964346,3833.9780539999997,3476.4601829999997,3275.65539,4811.962751,6480.4492789999995,7121.360217,7834.986736,8740.909018,8486.697952,8876.218195,11282.158756,12409.574913,13016.322639,12717.848367,12786.13035,11650.637795999999,11286.164657,13566.192143,14518.593446
Nauru,Gross Domestic Product,Value US$,49.240679,45.542527,42.651895,36.808648,36.687951,34.855303,33.747506,30.924695,23.998442,24.577402,21.716445999999998,19.036854,19.063036,24.101093,27.622674,26.293013000000002,25.392073999999997,23.111569,41.545798,54.24318100000001,59.277212,87.909825,120.537585,118.17836399999999,132.826895,104.353153,120.488597,133.793883,126.71544399999999
Nepal,Gross Domestic Product,Value US$,3780.1862520000004,3468.572521,3756.7706700000003,3787.172382,4330.701346,4534.4189240000005,4713.497173,5191.233802000001,4895.254796,5380.887240999999,5730.380115,5890.90618,5899.626934000001,6464.691914,7285.500156,8258.829298999999,8990.152614,10958.769836,11692.061095000001,12739.825873,16280.80253,18467.306133000002,17927.2272,18227.220588999997,19738.004136000003,20801.203122,20982.333290000002,25587.453462999998,27830.396106
Netherlands,Gross Domestic Product,Value US$,318327.698511,327493.47883800004,362982.32515700004,353546.671494,379140.468744,452286.986033,450474.537512,416790.29319,438018.54102799995,446885.585791,416442.466339,431209.56412,471635.418513,578770.006048,657200.151484,685075.610605,733303.295424,847438.025012,948032.7736540001,868024.9550209999,846554.8949310001,904085.9807959999,838971.306991,876923.51885,890981.3110780001,765264.949781,783528.181705,833869.6416869999,914104.847814
Netherlands Antilles (former),Gross Domestic Product,Value US$,1980.288633,2076.591133,2176.8504359999997,2319.904085,2492.785944,2571.313266,2691.843575,2777.2194329999998,2807.531166,2788.48048,2856.513684,2899.046085,2934.006155,3019.647712,3103.576389,3052.592079,3215.828094,3401.3029950000005,3688.2082490000003,3728.151099,3847.834828,3869.8932990000003,4008.770465,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
New Caledonia,Gross Domestic Product,Value US$,2529.440437,2653.780639,2923.883445,2822.331246,3038.728409,3628.4406710000003,3606.9684869999996,3543.106585,3556.304647,3646.4640200000003,3411.540287,3294.852702,3722.4805200000005,4904.335297,5884.445336,6236.147011999999,6972.959602,8808.266120999999,9031.073513,8669.544317,9355.22239,10337.902023999999,9659.70442,10148.497701,10620.889854000001,8772.367398999999,9001.879601999999,9458.750913,10173.501559999999
New Zealand,Gross Domestic Product,Value US$,45440.191226,43833.503908,42061.097062,45641.389596,53564.090983999995,63151.43614,69492.506947,69302.13978099999,57180.274401,59921.764996000005,54443.379765,54109.071953,62520.383453999995,83910.383617,102445.76041,114720.865367,111612.04726400001,137318.587186,133277.167992,121340.34293599999,146583.831538,168461.99874100002,176192.886551,190784.384693,200834.001604,177467.529071,188223.664747,205415.864858,207920.613962
Nicaragua,Gross Domestic Product,Value US$,3554.9675049999996,3653.8623350000003,3874.5530659999995,4133.6182420000005,3848.5881799999997,4118.083965,4293.734931,4375.338783,4619.894993999999,4839.838057,5092.5537079999995,5333.911402000001,5206.313233,5304.48589,5773.621221,6300.251491,6763.6722150000005,7423.374948999999,8496.967421,8298.702543000001,8758.602361,9774.3295,10532.017440000001,10982.988173,11880.438655,12756.69629,13286.093197,13843.586679,13117.859222
Niger,Gross Domestic Product,Value US$,3515.0599740000002,3336.198804,3466.065161,3182.0391019999997,1967.9273449999998,2380.4205899999997,2548.522657,2346.769859,2681.366042,2637.868289,2301.394251,2506.122611,2857.8393260000003,3518.7519979999997,3860.410912,4489.377861,4859.457776,5708.050351,7200.261943,7191.946473999999,7620.316109,8540.55286,9250.855325,10217.942434999999,10966.548258,9659.340276,10287.513053,11170.054787000001,12820.995119
Nigeria,Gross Domestic Product,Value US$,61535.97079299999,59544.904628,52376.403674,56974.940663,49485.505033999994,50486.420061000004,53568.001867,56092.1837,58187.69962000001,59372.613486,69448.734169,74030.39775,95385.852282,104911.988428,136385.953665,176134.042426,236104.043606,275625.666712,337035.465292,291880.122652,363359.825763,410334.556936,459375.974637,514966.205496,568498.788218,494582.60394899995,404649.12539899995,375769.71940500004,421821.319413
North Macedonia,Gross Domestic Product,Value US$,2911.75459,2915.997427,2739.202118,2963.449626,3559.611794,4707.029598,4642.001493,3912.9950369999997,3765.7312079999997,3863.608393,3772.861492,3709.6469799999995,4018.349891,4946.289079,5682.786308,6258.611723,6861.220709,8336.484627,9909.546094,9401.730652,9407.160111,10494.629802,9745.267306,10817.71203,11362.256666,10064.513038,10672.464612,11307.067001000001,12628.852781
Norway,Gross Domestic Product,Value US$,119790.88593900001,121871.665528,130838.022523,120578.57700399999,127131.74633299999,152030.652228,163519.897878,161356.612879,154163.41538299999,162285.054631,171246.320609,173973.10561600002,195524.704853,228857.968094,264510.32266,308884.284051,345579.573805,400939.380154,462250.0,386188.338192,428757.038467,498283.438454,509506.31714700005,522761.53191499994,498410.05025100004,385801.55006700003,368819.929542,398393.955269,434166.61543199996
Oman,Gross Domestic Product,Value US$,11556.031285,11216.011847,12314.773602,12355.925807,12775.839351999999,13650.077268000001,15108.709147999998,15662.333330000001,13996.914687,15593.456224000001,19507.452506999998,19452.000475999997,20142.756174000002,21633.708221,24763.713001,31081.991724,37215.779657,42085.37949,60905.45245800001,48388.363516000005,56913.065779,67872.69258300001,76511.059935,78555.637365,68399.663321,65480.507170000004,70598.026283,79276.747592,92111.474026
Pakistan,Gross Domestic Product,Value US$,51666.173856,55973.297636,62958.367556,62134.067176,66919.638536,77266.091761,76999.762382,77394.422577,77886.38308500001,77779.555708,76865.936391,73268.805041,80353.156003,90990.621089,104351.933422,117708.40455199999,136319.52901,152124.000286,151087.47534,161537.63171,174507.92371099998,211671.575683,214641.658203,220268.616258,248949.386617,267035.292424,277521.027411,303091.943222,282345.609677
Palau,Gross Domestic Product,Value US$,78.82858900000001,86.830055,93.339143,85.93096899999999,90.957049,110.390638,131.829805,142.77223,147.951543,143.115248,147.833,158.159,161.615,157.963,173.374,184.468797,189.028859,194.63026599999998,198.024359,183.369297,183.49881299999998,193.143922,211.103344,223.388391,243.14696899999998,280.37609399999997,300.125594,286.32175,283.994875
Palestine,Gross Domestic Product,Value US$,1935.8438629999998,2086.781015,2573.3166149999997,2771.980343,3023.190019,3490.496323,3625.31871,3997.675178,4325.161734,4541.430454,4586.513019,4257.0062530000005,3780.7684979999995,4219.047584,4603.1,5125.7,5348.3,5815.7,7310.4,8085.7,9681.5,11186.1,12208.4,13515.5,13989.7,13972.4,15405.4,16127.6,16276.6
Panama,Gross Domestic Product,Value US$,6174.4965950000005,6789.366381,7718.004533,8428.399355,8987.604309,9187.7188,9472.434539,10246.72307,11108.703334,11641.052103,11808.001717000001,11998.017406,12470.313087999999,13141.769599,14407.965057,15714.094294,17413.362943,21295.984230000002,25155.888616,27116.635564999997,29440.287581,34686.224301,40429.734383999996,45599.994005,49921.464365,54091.713776,57957.594212,62283.756584,65055.080455999996
Papua New Guinea,Gross Domestic Product,Value US$,4937.205411999999,5806.91362,6578.224455,7476.810065000001,7995.791627,7273.583747,7740.435122,7398.160489,5655.03193,5160.294177000001,5258.409593,4610.045329,4579.968608,5583.795996,6276.112897999999,7312.284812000001,8306.248911,9544.923793,11670.729291,11619.359186,14250.75686,17985.04448,21295.340086,21261.210687,23003.715388,22961.541726,21480.169356,22005.850365000002,23077.212141
Paraguay,Gross Domestic Product,Value US$,6022.338301,7148.1825260000005,7373.92697,7864.110779000001,8984.537295,10440.241257,11330.428644,11484.007928,10246.124812,9450.340406,9184.330262000001,8343.410829999999,8187.342141,8527.708862000001,10399.135844,11306.223198,13780.604183000001,17856.369582,24577.08115,22347.111763,27239.053860000004,33715.525106,33283.228891000006,38585.318041000006,40276.532842,36164.068797,36054.430792,39008.900667,40307.450616
Peru,Gross Domestic Product,Value US$,29118.87377,34354.513205,35884.24834,34642.889102999994,44662.900518,53371.153846,55274.184783000004,58143.884891999995,55490.102389,50204.630542,51743.266476,52048.952046,54796.246267999995,58743.406219000004,66780.929779,76080.414462,88658.557838,102202.188011,120612.089625,120850.73647999999,147527.631521,171761.737047,192649.991136,201175.541637,200980.672474,189756.799917,191909.683206,210715.971528,222237.388303
Philippines,Gross Domestic Product,Value US$,49095.176624,50320.475976999995,58695.335471000006,60237.427713,71002.678801,82121.271715,91790.47043,91233.724399,72206.940479,82995.18117899999,81025.841937,76261.99769,81357.65819500001,83908.15504700001,91371.21532100001,103071.59771799999,122210.78180499999,149359.946613,174195.184949,168334.642025,199590.933677,224142.892629,250092.124179,271836.220873,284584.815821,292773.84201900003,304897.822231,313619.624581,330910.155388
Poland,Gross Domestic Product,Value US$,65977.748211,85557.055047,94368.666146,96204.881912,110824.03458800001,142138.29648299998,159943.25136300002,159117.898937,174388.55959000002,169717.321391,171887.047508,190521.019077,198679.259156,217514.447523,255099.34680100004,306126.75076900003,344753.275561,429055.799418,533806.557388,439790.2873,479321.460551,528823.65802,500354.414832,524231.558187,545381.922889,477581.37684,472039.126336,526376.168636,585661.112213
Portugal,Gross Domestic Product,Value US$,78718.27723200001,89236.920972,107597.47497899999,95013.548958,99692.436082,118120.252524,122635.80533900001,117022.585149,123952.211126,127423.64097000001,118310.619502,121497.80225699999,134162.194152,164855.784907,189042.717277,197175.426553,208571.010351,240178.475646,262354.497759,243686.95580100003,237880.90831799997,244797.226567,216236.60877399996,226369.50210399998,229596.17084699997,199313.894327,206286.022782,221357.874719,240792.10976
Puerto Rico,Gross Domestic Product,Value US$,31034.151006,32740.806219,35116.737987,37441.966985,40248.872291,43246.420008999994,45978.285217000004,48864.286843,54846.19956,58653.977531,62569.245373000005,70180.74509299999,72630.70290399999,75878.722302,80322.313,83914.521341,87276.164365,89524.1,93639.3,96385.6,98381.3,100351.7,101564.8,102450.0,102445.8,103375.5,104336.7,104250.2,101130.9
Qatar,Gross Domestic Product,Value US$,7360.43956,6883.516484000001,7646.153845999999,7156.593406999999,7374.450548999999,8137.912087999999,9059.340659,11297.802198000001,10255.494505,12393.131868,17759.89011,17538.461538,19363.736264,23533.791209,31734.169414999997,44530.499464,60881.951687,79711.97099,115270.00721800001,97798.481937,125122.36937,167775.268614,186833.502362,198727.642979,206224.59856500002,161739.955578,151732.181857,166928.689894,191362.087912
Republic of Korea,Gross Domestic Product,Value US$,286582.16549,334168.471487,359116.235425,396306.77057399997,467404.440505,570530.955355,613585.9027869999,571941.605431,383934.243287,497816.42279,576179.38782,547656.286965,627246.917018,702714.874851,793175.584972,934901.1017620001,1053216.892422,1172614.134912,1047339.0419040001,943941.8762190001,1144066.97732,1253223.01645,1278427.6047409999,1370795.179109,1484318.172645,1465773.2455469999,1500111.5509809998,1623901.466309,1720488.934018
Republic of Moldova,Gross Domestic Product,Value US$,4765.575928,4065.4022670000004,2950.215694,2984.806685,2105.959845,2120.547732,2032.467727,2314.646036,2038.497959,1406.269475,1546.243281,1777.301207,1994.8457030000002,2377.0455420000003,3117.982423,3586.5314759999997,4090.5472670000004,5282.149587,7266.815625,6528.2900740000005,6974.982393000001,8414.351672,8709.138748000001,9496.717702,9510.198962,7745.241913,8071.469354999999,9669.741766,11309.115056
Romania,Gross Domestic Product,Value US$,40591.448260000005,30624.264650999998,20780.920084999998,27980.443145999998,31920.318449000002,37656.966529000005,37168.260669,35838.871494,41978.008751,36183.387451999995,37439.009246,40717.128892,46173.956895999996,59867.64335499999,76217.572099,98454.374488,122023.72151300001,174588.782939,214317.17411700002,174102.26853499998,166225.18015,183442.652795,171196.268958,190948.11067999998,199628.296521,177894.932179,188494.91071700002,211695.857898,239551.503825
Russian Federation,Gross Domestic Product,Value US$,574067.9421890001,563808.202441,493040.62919300003,460811.315723,410878.666901,402294.837355,394881.38030799996,407823.983411,272882.470977,197302.878291,261567.146207,308800.83260799997,347948.360288,434560.36663199996,596725.0329989999,771495.423302,999623.1336219999,1312427.085943,1677107.1612459999,1234615.1494959998,1539845.0820809999,2051658.839538,2210254.7294119997,2297124.8905470003,2063663.3463110002,1366030.807179,1285014.137558,1581442.647526,1660514.169265
Rwanda,Gross Domestic Product,Value US$,2435.032064,1812.5751289999998,1914.769388,1854.308804,1141.600742,1230.119922,1331.325324,1790.9307820000001,1925.274563,1817.681323,1734.684534,1674.974224,1676.605545,1846.909316,2088.496219,2581.465675,3152.016366,3824.8119130000005,4860.577026,5379.377881,5772.288798,6563.313692000001,7335.236255,7622.526729000001,8016.288124,8277.678281,8475.05507,9136.162028,9510.001917
Saint Kitts and Nevis,Gross Domestic Product,Value US$,217.259259,220.54074100000003,242.13703700000002,263.755556,295.15925899999996,313.485185,333.944444,374.266667,382.874074,406.188889,421.05185199999994,458.18148099999996,480.6,469.4,506.9,547.203704,644.411111,689.285185,751.2296299999999,747.862963,760.17037,817.7592589999999,800.4148150000001,839.774074,916.5666669999999,923.155556,971.166667,996.944444,1010.822222
Saint Lucia,Gross Domestic Product,Value US$,464.952957,500.31235899999996,555.8138730000001,556.09943,579.390947,617.465209,657.095549,669.5772860000001,734.9946620000001,773.900764,782.177778,738.118519,741.8444440000001,805.837037,885.2407410000001,935.4629630000001,1134.563917,1280.703476,1286.708513,1279.456616,1400.360875,1446.077499,1440.016859,1483.81435,1559.07213,1659.110894,1701.5968269999998,1816.72873,1921.848232
Saint Vincent and the Grenadines,Gross Domestic Product,Value US$,234.254901,250.893567,275.851566,281.9816,287.673775,312.193914,329.27044,347.222685,375.245701,390.132928,396.262963,430.296296,461.896296,481.803704,521.9444440000001,550.755556,611.0481480000001,684.4185190000001,695.4,674.87037,681.225926,676.096296,692.9481480000001,721.207407,727.714815,755.4,774.42963,792.177778,811.3
Samoa,Gross Domestic Product,Value US$,115.25486200000002,115.015626,121.2486,121.98654099999999,203.821057,201.508675,226.80587999999997,246.941804,231.42626600000003,236.094625,237.62145299999997,246.223745,271.644576,330.770833,395.827533,446.712378,463.475983,662.0048889999999,674.924616,615.0191,692.128577,761.073754,755.410841,763.9660190000001,780.766706,786.885445,821.6375019999999,824.532614,833.464706
San Marino,Gross Domestic Product,Value US$,832.086735,877.4221660000001,929.2573890000001,825.1485349999999,894.8835730000001,1019.739874,1174.0041529999999,1107.743878,1188.540427,1257.913241,1140.776269,1201.65086,1297.0983199999998,1655.3275939999999,1941.9318059999998,2027.4287739999997,2165.375316,2487.553677,2751.823041,2362.736249,2139.342824,2053.922582,1800.605835,1865.014772,1844.8431679999999,1418.829692,1467.345667,1528.621195,1637.6505949999998
Sao Tome and Principe,Gross Domestic Product,Value US$,113.45358300000001,102.210526,90.214496,119.58210700000001,124.904141,98.615222,128.56530800000002,87.41709,68.74413100000001,73.515165,72.465434,72.230278,81.053329,96.343939,105.361124,126.193762,134.44116499999998,145.827416,188.021169,187.821049,197.454025,233.21351,252.560581,302.925497,337.606538,308.110516,337.56487999999996,365.493009,411.106782
Saudi Arabia,Gross Domestic Product,Value US$,117473.33333299999,132046.904168,136905.066667,132790.666667,134994.933333,143152.0,158450.933333,165742.133333,146775.466667,161717.066667,189514.933333,184137.638182,189605.957365,215807.858023,258742.133333,328461.16047,376900.13693800004,415964.582946,519796.73752799997,429097.90011,528207.33265,671238.840108,735974.843349,746647.127408,756350.34732,654269.902889,644935.541446,688586.2442859999,782483.493531
Senegal,Gross Domestic Product,Value US$,8028.360114,7748.267397,8491.719528,7651.217345,5130.9119630000005,6305.506899,6554.707965,6045.781129999999,6508.792645,6954.020067,6054.9688719999995,6311.158495000001,6901.516473999999,8875.670161,10391.804476000001,11267.094384,12109.220555,14601.216259,17320.699636,16533.038428,16724.613898,18599.110639,18395.462069,19209.970131000002,19770.923075,17761.318197,19040.312331,20939.966699,23808.775445
Serbia,Gross Domestic Product,Value US$,40374.094093,36871.601018,26839.488763,19299.999395,20223.638222999998,21821.940457,22760.635445,21436.973541,19144.579346000002,11334.781573,9384.847796,12267.18132,16116.897269,21188.694882,24861.514112,26251.986564,30608.012562,40289.614698000005,49259.483360000006,42616.668097,39460.338235,46466.68503,40742.361603,45519.637712,44210.806723,37160.324271,40630.410275,44120.444864,50597.301774
Seychelles,Gross Domestic Product,Value US$,445.361463,452.33844500000004,523.968541,567.01068,583.23205,613.9989419999999,603.4476549999999,680.194245,735.080621,751.589035,746.848934,746.284513,837.920679,846.384798,839.327273,919.102909,1016.406955,1033.6642980000001,967.187766,847.421783,969.9645380000001,1018.4804539999999,1059.4964710000002,1328.089688,1342.994532,1377.492436,1427.576366,1503.1971429999999,1590.224265
Sierra Leone,Gross Domestic Product,Value US$,879.295758,1055.7251609999998,920.3505539999999,1040.67238,1234.192002,1178.5618060000002,1274.619892,1150.810523,910.059689,906.0268480000001,860.650532,1090.465425,1253.320298,1385.78548,1448.5384179999999,1650.494367,1885.112223,2158.4968489999997,2505.45874,2453.8998469999997,2578.02628,2942.546757,3801.862575,4920.343197,5015.1809969999995,4248.1079740000005,3862.721393,3739.051196,4101.32543
Singapore,Gross Domestic Product,Value US$,38899.863911,45473.126682,52157.482248,60644.91639500001,73775.659012,87891.560102,96400.967111,100163.601638,85707.55088099999,86285.332762,95835.970989,89285.08739500001,91941.79194400001,97002.305536,114186.64342200001,127417.87944300001,147794.117647,179981.089531,192231.20295099998,192406.44141600002,236420.337243,276622.016934,291609.617691,305157.116599,313260.486958,306254.468751,316557.671542,336678.892771,361115.401486
Sint Maarten (Dutch part),Gross Domestic Product,Value US$,420706.61166779516,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,707.954817,758.246382,807.471497,854.7320980000001,858.9979,896.492059,936.062989,985.845059,1022.9194970000001,1057.932961,1066.424581,1072.067039,1043.0,980.0
Slovakia,Gross Domestic Product,Value US$,16847.017815,11798.767085,12826.613064,13810.323037999999,15977.663711000001,20042.195025999998,21653.525575,21916.978438,22819.560781,20818.397518,20719.405913,21410.391168000002,24810.702665,33981.839626,43124.835526,49033.427536,57175.135393,77056.509956,96733.211075,89040.92554099999,90183.986822,98997.521242,94416.582465,98723.94414400001,101171.217101,88457.167724,89640.741266,95477.26964,105956.373517
Slovenia,Gross Domestic Product,Value US$,18183.749831,13257.627208,13100.878725,13257.517355,15049.380906,21353.57093,21504.748638,20764.110913,22144.136762000002,22711.102106,20291.213416,20876.867283,23488.99877,29635.734155000002,34415.118608,36204.340134,39478.727277,48003.909189,55554.56658300001,50365.022622000004,48161.250935000004,51516.36735,46580.45747,48401.89641,49930.685013,43090.173062,44651.537260000005,48561.672400999996,54034.358544
Solomon Islands,Gross Domestic Product,Value US$,208.12380100000001,220.388618,260.612684,282.708717,319.776789,364.661323,403.212427,408.400275,358.41481400000004,380.10462,338.184985,334.597392,273.82759,314.25761800000004,363.512771,429.47603399999997,471.17677000000003,587.990068,637.074482,638.556598,719.622919,870.249258,975.880632,1036.332189,1075.297893,1059.145036,1128.689317,1198.9386439999998,1271.045752
Somalia,Gross Domestic Product,Value US$,994.073368,613.95,583.254545,996.4418410000001,1126.3068230000001,1122.242795,1260.225209,1482.006572,1926.004373,1904.432755,2052.048477,1302.61124,1219.172165,1516.743116,1984.4598449999999,2315.547906,2390.0082199999997,2482.993197,2600.027766,1246.652867,1092.784418,1136.156004,1519.541639,1762.6194050000001,1651.085809,1454.779237,1439.126592,1497.300283,1494.465502
South Africa,Gross Domestic Product,Value US$,116699.37524600001,125254.237354,135972.260809,135860.722955,141457.3764,155460.92799,147606.294674,152587.423868,137774.75560899999,136632.320705,136361.298082,121514.929266,115481.857073,175255.77792300002,228590.44761,257771.56235300002,271636.660198,299416.850653,286769.029768,295937.38833600003,375348.270354,416417.019398,396329.407333,366644.893065,350637.68272,317415.623434,296341.013635,349006.695043,368093.93237
South Sudan,Gross Domestic Product,Value US$,420706.61166779516,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,15440.567383000001,11945.77528,14986.377368000001,17290.955018,9634.135593,13454.508475,15807.254237000001,13215.990675,6784.649131,7620.963065999999,8206.888011
Spain,Gross Domestic Product,Value US$,536527.7825979999,577146.5875649999,630905.064556,525109.612617,530560.3124180001,614612.3151840001,642629.976792,590101.662198,619225.850406,634674.716299,596877.190531,627281.18764,705426.402795,905457.182332,1067139.744091,1153256.976571,1259279.36197,1472055.567912,1625285.04679,1485494.011251,1420722.034063,1478772.8242239999,1324820.091195,1354757.433213,1369398.8446,1195119.269972,1232076.0173620002,1312551.705955,1419735.245005
Sri Lanka,Gross Domestic Product,Value US$,9389.55099,10574.578682,11386.333004,12236.61488,13868.489459,15293.042422,16514.981826,17872.6709,18568.153866,18442.306336,19131.796458,18364.211053,19572.831562,21609.196009,23646.374863999998,27931.971938,32365.078169,37023.526063,46595.310335,48143.074176,56725.754848000004,65292.74570399999,68434.43185499999,74317.78894299999,79356.458315,80604.076558,82401.05506900001,88019.695921,88941.88634
Sudan,Gross Domestic Product,Value US$,420706.61166779516,434014.5897730902,464176.91715837293,469155.4846498073,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,48521.865667,48616.63239,54678.16551900001,68308.205082,62286.760504,63933.636556,78091.060161,83933.528709,89671.402298,124021.599914,50514.673877999994
Sudan (former),Gross Domestic Product,Value US$,12646.641712999999,11329.180598,12116.758801,12528.649868,11884.304301,12847.187343000001,8377.204018,10241.121411,10924.153611,10714.222611,13092.089677,15716.361227000001,18137.125705000002,21355.295465,26646.006924,35182.65504,45263.776748000004,59440.60314500001,63962.433051,60562.40767000001,69664.542887,1326324.4945848295,1352943.0092535857,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
Suriname,Gross Domestic Product,Value US$,751.792246,798.53875,819.807153,782.985179,826.814705,844.2232619999999,1053.312266,1128.4405880000002,1352.949124,1117.458404,1156.66146,1021.0355890000001,1339.11003,1557.921751,1805.680925,2193.049196,2626.451025,2936.44153,3532.989071,3875.564299,4368.377356,4422.240208,4979.901515,5145.655455,5240.733636,4787.46761,3128.996285,3210.020005,3458.081779
Sweden,Gross Domestic Product,Value US$,259702.74329699998,271985.29411799996,281991.586298,211209.03047,227273.045385,265393.913636,289757.500391,266383.915167,268917.163805,272291.983571,261336.191925,241018.129703,265335.86066,332268.975371,382625.16861999995,389753.053903,420220.967056,487975.03096000006,515413.729045,435113.10203199997,495328.620126,572744.002632,550926.978153,584637.790104,580249.344645,503650.641896,515744.370225,540545.236388,556086.488937
Switzerland,Gross Domestic Product,Value US$,258074.293475,261115.304784,271810.82307,264350.026371,292648.26245700003,342625.94100500003,330089.01774,286516.667583,295042.44373400003,289921.177273,272048.653597,278628.79481500003,301415.359817,352927.705799,394165.009388,408697.01245599997,430906.299548,479926.694378,554368.605509,541485.750522,583782.977892,699579.638638,668043.614173,688504.1733970001,709182.559904,679832.2917109999,671309.197377,679950.482029,705140.620047
Syrian Arab Republic,Gross Domestic Product,Value US$,11158.969882,12447.856351,14446.511390000001,15554.699247999999,12390.236740999999,13538.886266999998,15141.436048,16176.339762,17468.375691,17806.347825999997,19665.717391,21008.326087,21782.045455,20857.553398,24545.808577,28396.996497000004,33108.815445,40271.781586000005,52557.913193,54111.735241999995,60465.11208200001,67293.034963,46838.060827999994,27016.195586,23114.403426,19090.102132,12377.358504,13182.092626,16628.214359
Tajikistan,Gross Domestic Product,Value US$,2838.990986,2726.613842,1980.01309,1694.509429,1362.0559150000001,1218.179549,1032.552528,911.770707,1305.6046900000001,1074.704829,860.686334,1080.899168,1221.033718,1555.024444,2076.1093079999996,2312.320181,2830.152927,3719.4370340000005,5161.241429,4979.375409,5642.175856,6522.755783,7633.036365999999,8506.19547,9236.655033,7854.581151,6952.700309999999,7157.8303049999995,7522.934109000001
Thailand,Gross Domestic Product,Value US$,88460.359717,101246.679918,115577.276804,128889.262555,146683.779609,169278.918603,183035.238433,150180.45439,113675.59541300002,126669.21233699999,126392.223203,120296.47618,134300.90335799998,152280.616469,172895.635786,189318.45721400002,221758.37391799997,262942.682506,291382.985569,281710.541673,341104.67164899997,370818.768366,397558.39388600003,420333.691698,407339.005229,401295.74575,412352.984229,455275.33945900004,504992.35535200004
Timor-Leste,Gross Domestic Product,Value US$,202.988925,233.86681000000002,297.479485,343.43008199999997,388.34017,438.116676,511.53007,476.07473799999997,542.8141870000001,375.54844199999997,439.646122,517.708471,510.67704000000003,543.315609,1078.373729,1813.7081280000002,2657.8426649999997,2881.0402280000003,4391.368105,3199.666691,3998.961314,5672.048723,6661.664575,5637.671696,4041.636957,3092.6247550000003,2503.532102,2487.269437,2581.0
Togo,Gross Domestic Product,Value US$,2057.077763,2032.4683420000001,2131.363215,1624.510801,1259.116885,1662.902166,1817.561884,1850.9626269999999,1751.7869,1754.98677,1488.185826,1481.141836,1698.6786780000002,2111.093148,2255.94221,2280.575645,2349.495577,2659.095198,3310.278255,3365.7118619999997,3426.022057,3867.3915030000003,3873.529654,4320.427168,4569.131631,4177.7029219999995,4486.9790840000005,4631.639952,5165.45413
Tonga,Gross Domestic Product,Value US$,162.077481,195.23321299999998,192.695249,190.205063,194.44638500000002,203.244209,220.33584,212.889782,189.336251,195.341025,189.279013,166.867277,181.456146,207.372947,237.983797,261.549422,291.675602,304.98236099999997,341.991796,326.174531,373.874368,448.248753,465.656722,439.24803399999996,448.50974800000006,400.437227,421.46246900000006,492.40682000000004,504.20119000000005
Trinidad and Tobago,Gross Domestic Product,Value US$,5081.62136,5322.266413,5454.1493390000005,4589.120036,4960.52891,5343.524479,5775.1173929999995,5753.24085,6059.930867,6827.267234999999,8176.306878,8848.536207,9032.509522,11335.845701999999,13315.99387,16025.346475,18418.476734,21700.437396,27944.985327,19226.676949,22182.402084,25501.396676,25763.212543,27268.350936000003,27615.871636,25062.733532,22284.894352,22474.742028,23808.482887000002
