Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","1994","1994","7021","Annual value","USD","2312.5","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","1995","1995","7021","Annual value","USD","1845.7","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","1996","1996","7021","Annual value","USD","1971.6","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","1997","1997","7021","Annual value","USD","2304.8","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","1998","1998","7021","Annual value","USD","1737.8","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","1999","1999","7021","Annual value","USD","1403.5","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2000","2000","7021","Annual value","USD","1464.4","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2001","2001","7021","Annual value","USD","1529.8","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2002","2002","7021","Annual value","USD","842.2","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2003","2003","7021","Annual value","USD","937.6","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2004","2004","7021","Annual value","USD","1763.1","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2004","2004","7021","Annual value","USD","1329.2","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2005","2005","7021","Annual value","USD","1725.8","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2005","2005","7021","Annual value","USD","1752.3","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2005","2005","7021","Annual value","USD","66.4","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2006","2006","7021","Annual value","USD","1746.5","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2006","2006","7021","Annual value","USD","2095.8","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2006","2006","7021","Annual value","USD","69.9","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2007","2007","7021","Annual value","USD","1164.3","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2007","2007","7021","Annual value","USD","2328.6","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2007","2007","7021","Annual value","USD","79.4","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","656","Coffee, green","2008","2008","7021","Annual value","USD","2377.8","","Official data"
"PP","Producer Prices","95","Honduras","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2008","2008","7021","Annual value","USD","189.1","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1991","1991","7021","Annual value","SLC","41000","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1992","1992","7021","Annual value","SLC","47900","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1993","1993","7021","Annual value","SLC","63400","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1994","1994","7021","Annual value","SLC","53900","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1995","1995","7021","Annual value","SLC","80100","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1996","1996","7021","Annual value","SLC","91500","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1997","1997","7021","Annual value","SLC","97500","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1998","1998","7021","Annual value","SLC","91200","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","1999","1999","7021","Annual value","SLC","113700","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2000","2000","7021","Annual value","SLC","156000","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2001","2001","7021","Annual value","SLC","136704","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2002","2002","7021","Annual value","SLC","155876","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2003","2003","7021","Annual value","SLC","174347","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2004","2004","7021","Annual value","SLC","164000","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2005","2005","7021","Annual value","SLC","173563","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2006","2006","7021","Annual value","SLC","112834","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2007","2007","7021","Annual value","SLC","187363","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2008","2008","7021","Annual value","SLC","202160","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2009","2009","7021","Annual value","SLC","185205","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2010","2010","7021","Annual value","SLC","194876","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2011","2011","7021","Annual value","SLC","164290","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2012","2012","7021","Annual value","SLC","183088","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2013","2013","7021","Annual value","SLC","199250","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2014","2014","7021","Annual value","SLC","186712","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2015","2015","7021","Annual value","SLC","202862","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","SLC","206893","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2017","2017","7021","Annual value","SLC","207112","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","SLC","236602","","Official data"
"PP","Producer Prices","97","Hungary","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2019","2019","7021","Annual value","SLC","239524","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1991","1991","7021","Annual value","USD","548.6","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1992","1992","7021","Annual value","USD","606.4","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1993","1993","7021","Annual value","USD","689.6","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1994","1994","7021","Annual value","USD","512.5","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1995","1995","7021","Annual value","USD","637.3","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1996","1996","7021","Annual value","USD","599.4","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1997","1997","7021","Annual value","USD","522","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1998","1998","7021","Annual value","USD","425.4","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1999","1999","7021","Annual value","USD","479.5","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2000","2000","7021","Annual value","USD","552.8","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2001","2001","7021","Annual value","USD","477.2","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2002","2002","7021","Annual value","USD","604.4","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2003","2003","7021","Annual value","USD","777.3","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2004","2004","7021","Annual value","USD","808.9","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2005","2005","7021","Annual value","USD","869.6","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2006","2006","7021","Annual value","USD","536.3","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2007","2007","7021","Annual value","USD","1020.4","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2008","2008","7021","Annual value","USD","1174.6","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2009","2009","7021","Annual value","USD","915.3","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2010","2010","7021","Annual value","USD","937.2","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2011","2011","7021","Annual value","USD","817.1","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2012","2012","7021","Annual value","USD","813.3","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2013","2013","7021","Annual value","USD","890.7","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2014","2014","7021","Annual value","USD","802.7","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2015","2015","7021","Annual value","USD","726.2","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","USD","734.9","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","7021","Annual value","USD","754.7","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","875.6","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2019","2019","7021","Annual value","USD","824.1","","Official data"
"PP","Producer Prices","100","India","5531","Producer Price (SLC/tonne)","656","Coffee, green","2001","2001","7021","Annual value","SLC","56329","","Official data"
"PP","Producer Prices","100","India","5531","Producer Price (SLC/tonne)","667","Tea","2001","2001","7021","Annual value","SLC","10824","","Official data"
"PP","Producer Prices","100","India","5532","Producer Price (USD/tonne)","656","Coffee, green","2001","2001","7021","Annual value","USD","1193.8","","Official data"
"PP","Producer Prices","100","India","5532","Producer Price (USD/tonne)","667","Tea","2001","2001","7021","Annual value","USD","229.4","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1991","1991","7021","Annual value","SLC","1480800","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1991","1991","7021","Annual value","SLC","2022850","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1991","1991","7021","Annual value","SLC","1283756","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1992","1992","7021","Annual value","SLC","1934460","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1992","1992","7021","Annual value","SLC","1365112","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1993","1993","7021","Annual value","SLC","1318800","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1993","1993","7021","Annual value","SLC","1930840","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1993","1993","7021","Annual value","SLC","1377321","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1994","1994","7021","Annual value","SLC","3118990","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1994","1994","7021","Annual value","SLC","1454911","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1995","1995","7021","Annual value","SLC","1962959","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1995","1995","7021","Annual value","SLC","4354875","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1995","1995","7021","Annual value","SLC","1719212","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1996","1996","7021","Annual value","SLC","2070674","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1996","1996","7021","Annual value","SLC","3854943","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1996","1996","7021","Annual value","SLC","1919118","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1997","1997","7021","Annual value","SLC","2583219","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1997","1997","7021","Annual value","SLC","3902956","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1997","1997","7021","Annual value","SLC","2073807","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1998","1998","7021","Annual value","SLC","6295371","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1998","1998","7021","Annual value","SLC","5789412","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1998","1998","7021","Annual value","SLC","2717451","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","1999","1999","7021","Annual value","SLC","8172040","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","1999","1999","7021","Annual value","SLC","3141780","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2000","2000","7021","Annual value","SLC","7726780","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2000","2000","7021","Annual value","SLC","3814270","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2001","2001","7021","Annual value","SLC","7826950","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2001","2001","7021","Annual value","SLC","3949920","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2002","2002","7021","Annual value","SLC","5408863","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2003","2003","7021","Annual value","SLC","5667779","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2004","2004","7021","Annual value","SLC","5774022","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2005","2005","7021","Annual value","SLC","9010729","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2005","2005","7021","Annual value","SLC","6386035","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2005","2005","7021","Annual value","SLC","5103623","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2006","2006","7021","Annual value","SLC","8886926","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2006","2006","7021","Annual value","SLC","7857277","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2006","2006","7021","Annual value","SLC","4733333","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2007","2007","7021","Annual value","SLC","10540200","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2007","2007","7021","Annual value","SLC","11010550","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2007","2007","7021","Annual value","SLC","4729231","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2008","2008","7021","Annual value","SLC","14126883","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2008","2008","7021","Annual value","SLC","13721960","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2008","2008","7021","Annual value","SLC","5000000","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2009","2009","7021","Annual value","SLC","16503170","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2009","2009","7021","Annual value","SLC","14006830","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2009","2009","7021","Annual value","SLC","5966667","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2010","2010","7021","Annual value","SLC","18902965","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2010","2010","7021","Annual value","SLC","13969575","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","667","Tea","2010","2010","7021","Annual value","SLC","5966070","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2011","2011","7021","Annual value","SLC","19259220","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2011","2011","7021","Annual value","SLC","15671820","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2012","2012","7021","Annual value","SLC","18297340","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2012","2012","7021","Annual value","SLC","16405700","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2013","2013","7021","Annual value","SLC","19066670","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2013","2013","7021","Annual value","SLC","16549480","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2014","2014","7021","Annual value","SLC","23335900","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2014","2014","7021","Annual value","SLC","17510310","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2015","2015","7021","Annual value","SLC","23334970","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2015","2015","7021","Annual value","SLC","19134690","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2016","2016","7021","Annual value","SLC","24871060","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2016","2016","7021","Annual value","SLC","19813260","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2017","2017","7021","Annual value","SLC","21475000","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2017","2017","7021","Annual value","SLC","24802270","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2018","2018","7021","Annual value","SLC","21459032.7","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2018","2018","7021","Annual value","SLC","25393212.4","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2019","2019","7021","Annual value","SLC","18814053","","Official data"
"PP","Producer Prices","101","Indonesia","5531","Producer Price (SLC/tonne)","656","Coffee, green","2019","2019","7021","Annual value","SLC","21620066.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1991","1991","7021","Annual value","USD","759.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1991","1991","7021","Annual value","USD","1037.2","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1991","1991","7021","Annual value","USD","658.2","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1992","1992","7021","Annual value","USD","953","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1992","1992","7021","Annual value","USD","672.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1993","1993","7021","Annual value","USD","631.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1993","1993","7021","Annual value","USD","925.1","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1993","1993","7021","Annual value","USD","659.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1994","1994","7021","Annual value","USD","1443.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1994","1994","7021","Annual value","USD","673.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1995","1995","7021","Annual value","USD","873","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1995","1995","7021","Annual value","USD","1936.7","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1995","1995","7021","Annual value","USD","764.6","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1996","1996","7021","Annual value","USD","884","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1996","1996","7021","Annual value","USD","1645.8","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1996","1996","7021","Annual value","USD","819.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1997","1997","7021","Annual value","USD","887.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1997","1997","7021","Annual value","USD","1341.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1997","1997","7021","Annual value","USD","712.8","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1998","1998","7021","Annual value","USD","628.7","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1998","1998","7021","Annual value","USD","578.2","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1998","1998","7021","Annual value","USD","271.4","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","1999","1999","7021","Annual value","USD","1040.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","1999","1999","7021","Annual value","USD","400","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2000","2000","7021","Annual value","USD","917.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","2000","2000","7021","Annual value","USD","452.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2001","2001","7021","Annual value","USD","762.8","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","2001","2001","7021","Annual value","USD","385","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2002","2002","7021","Annual value","USD","580.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2003","2003","7021","Annual value","USD","660.8","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2004","2004","7021","Annual value","USD","645.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2005","2005","7021","Annual value","USD","928.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2005","2005","7021","Annual value","USD","658","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","2005","2005","7021","Annual value","USD","525.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2006","2006","7021","Annual value","USD","970.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","656","Coffee, green","2006","2006","7021","Annual value","USD","857.8","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","667","Tea","2006","2006","7021","Annual value","USD","516.8","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2007","2007","7021","Annual value","USD","1153.1","","Official data"
